10.668,0,Start Gate
35.052,12.192,G2
35.052,0,G3
58.5216,12.192,F4
53.34,12.192,G5
61.5696,12.192,G6
59.436,18.288,G7
47.244,18.288,G9
47.244,20.4216,F8
16.764,18.288,G11
9.144,21.336,F13
4.572,15.24,F14
0,9.144,F15
